,Area Code,COGS,Profit GAP,Date,Inventory,Profit Margin,Market Size,Segment,Marketing,Entries,Product Line,Product Type,Product,Profit,Revenue,State,Target COGS,Target Profit Margin,Target Profit,Target Revenue,Total Expenses,Type
176,614,41,0.04,2012-12-01,435,0.6,Major Market,Central,13,1,Beans,Coffee,Colombian,24,101,Ohio,40,0.5,20,90,36,Regular
177,339,47,-0.1,2012-12-01,571,0.52,Major Market,East,42,1,Beans,Espresso,Caffe Mocha,-20,99,Massachusetts,40,0.5,-10,90,72,Regular
178,773,43,-0.01,2012-12-01,531,0.56,Major Market,Central,14,1,Leaves,Herbal Tea,Lemon,29,99,Illinois,40,0.5,30,90,27,Decaf
179,805,43,-0.01,2012-12-01,531,0.56,Major Market,West,14,1,Leaves,Herbal Tea,Mint,29,99,California,40,0.5,30,90,27,Decaf
180,303,46,-0.04,2012-12-01,422,0.57,Major Market,Central,17,1,Leaves,Tea,Darjeeling,6,103,Colorado,30,0.5,10,80,51,Regular
181,303,53,0.06,2012-12-01,1054,0.63,Major Market,Central,16,1,Leaves,Tea,Earl Grey,26,116,Colorado,40,0.5,20,90,37,Regular
182,617,33,-0.11,2012-12-01,870,0.49,Major Market,East,9,1,Leaves,Tea,Darjeeling,29,82,Massachusetts,30,0.5,40,80,20,Regular
183,863,34,-0.1,2012-12-01,863,0.51,Major Market,East,9,1,Leaves,Tea,Green Tea,30,85,Florida,30,0.5,40,80,21,Regular
184,641,0,-0.08,2012-12-01,344,0.43,Small Market,Central,0,1,Beans,Espresso,Decaf Espresso,32,43,Iowa,0,0.5,40,50,11,Decaf
185,225,43,0.07,2012-12-01,466,0.63,Small Market,South,13,1,Beans,Espresso,Decaf Espresso,27,106,Louisiana,30,0.5,20,80,36,Decaf
186,702,31,-0.22,2012-12-01,1009,0.38,Small Market,West,9,1,Beans,Coffee,Decaf Irish Cream,8,69,Nevada,30,0.5,30,80,30,Decaf
187,515,23,-0.23,2012-12-01,807,0.35,Small Market,Central,6,1,Beans,Espresso,Caffe Mocha,17,58,Iowa,20,0.5,40,70,18,Regular
188,985,41,0.11,2012-12-01,320,0.66,Small Market,South,12,1,Beans,Espresso,Caffe Mocha,31,107,Louisiana,30,0.5,20,80,35,Regular
189,971,46,-0.04,2012-12-01,422,0.57,Small Market,West,17,1,Beans,Espresso,Caffe Latte,6,103,Oregon,40,0.5,10,90,51,Regular
190,262,43,0.08,2012-12-01,466,0.63,Small Market,Central,13,1,Leaves,Tea,Darjeeling,28,106,Wisconsin,30,0.5,20,80,35,Regular
191,959,33,-0.12,2012-12-01,818,0.49,Small Market,East,9,1,Leaves,Tea,Green Tea,28,82,Connecticut,30,0.5,40,80,21,Regular
192,435,49,-0.04,2012-12-01,335,0.69,Small Market,West,44,1,Leaves,Tea,Darjeeling,-4,118,Utah,30,0.5,0,80,73,Regular
193,360,55,0.07,2012-12-01,627,0.76,Small Market,West,49,1,Leaves,Tea,Green Tea,-3,131,Washington,40,0.5,-10,90,79,Regular
194,303,39,-0.1,2013-10-01,541,0.51,Major Market,Central,12,1,Beans,Coffee,Colombian,40,96,Colorado,30,0.5,50,80,24,Regular
195,904,80,0.31,2013-10-01,1055,0.94,Major Market,East,24,1,Leaves,Herbal Tea,Mint,71,185,Florida,40,0.5,40,90,46,Decaf
196,720,54,-0.11,2013-10-01,404,0.66,Major Market,Central,20,1,Leaves,Tea,Darjeeling,19,128,Colorado,30,0.5,30,80,53,Regular
197,970,54,0.0,2013-10-01,1037,0.64,Major Market,Central,16,1,Leaves,Tea,Earl Grey,40,126,Colorado,30,0.5,40,80,37,Regular
198,978,27,-0.2,2013-10-01,859,0.39,Major Market,East,7,1,Leaves,Tea,Darjeeling,30,70,Massachusetts,20,0.5,50,70,19,Regular
199,626,76,0.67,2013-10-01,580,1.11,Major Market,West,21,1,Leaves,Tea,Earl Grey,117,199,California,30,0.5,50,80,32,Regular
200,262,22,-0.35,2013-10-01,573,0.29,Small Market,Central,7,1,Beans,Espresso,Decaf Espresso,15,54,Wisconsin,20,0.5,50,70,19,Decaf
201,641,23,-0.23,2013-10-01,800,0.35,Small Market,Central,6,1,Beans,Espresso,Caffe Mocha,27,62,Iowa,20,0.5,50,70,17,Regular
202,203,79,0.2,2013-10-01,593,0.98,Small Market,East,30,1,Leaves,Herbal Tea,Lemon,50,189,Connecticut,40,0.5,30,90,64,Decaf
203,203,65,0.02,2013-10-01,1053,0.77,Small Market,East,20,1,Leaves,Herbal Tea,Mint,52,151,Connecticut,30,0.5,50,80,42,Decaf
204,262,46,0.05,2013-10-01,449,0.67,Small Market,Central,14,1,Leaves,Tea,Darjeeling,45,120,Wisconsin,20,0.5,40,70,37,Regular
205,262,60,0.0,2013-10-01,606,0.84,Small Market,Central,54,1,Leaves,Tea,Earl Grey,0,153,Wisconsin,40,0.5,0,90,84,Regular
206,425,60,0.45,2013-10-01,329,0.99,Small Market,West,18,1,Leaves,Tea,Darjeeling,85,169,Washington,20,0.5,40,70,42,Regular
207,312,40,0.1,2013-11-01,536,0.52,Major Market,Central,13,1,Leaves,Herbal Tea,Lemon,40,98,Illinois,30,0.5,30,80,25,Decaf
208,419,36,0.05,2013-11-01,862,0.52,Major Market,Central,10,1,Leaves,Herbal Tea,Lemon,45,94,Ohio,30,0.5,40,80,22,Decaf
209,857,55,0.02,2013-11-01,410,0.69,Major Market,East,20,1,Leaves,Herbal Tea,Lemon,22,132,Massachusetts,40,0.5,20,90,54,Decaf
210,323,40,0.1,2013-11-01,536,0.52,Major Market,West,13,1,Leaves,Herbal Tea,Mint,40,98,California,30,0.5,30,80,25,Decaf
211,352,28,-0.06,2013-11-01,875,0.42,Major Market,East,7,1,Leaves,Tea,Darjeeling,34,75,Florida,20,0.5,40,70,19,Regular
212,904,31,0.02,2013-11-01,856,0.47,Major Market,East,8,1,Leaves,Tea,Green Tea,42,83,Florida,30,0.5,40,80,19,Regular
213,978,32,0.03,2013-11-01,482,0.48,Major Market,East,8,1,Leaves,Tea,Green Tea,43,85,Massachusetts,30,0.5,40,80,19,Regular
214,760,50,0.3,2013-11-01,589,0.73,Major Market,West,14,1,Leaves,Tea,Earl Grey,70,131,California,30,0.5,40,80,26,Regular
215,515,0,0.06,2013-11-01,387,0.43,Small Market,Central,0,1,Beans,Espresso,Decaf Espresso,46,46,Iowa,0,0.5,40,50,12,Decaf
216,505,82,-0.22,2013-11-01,1804,0.4,Small Market,South,25,1,Beans,Coffee,Decaf Irish Cream,-12,130,New Mexico,90,0.5,10,140,48,Decaf
217,515,22,-0.16,2013-11-01,802,0.34,Small Market,Central,6,1,Beans,Espresso,Caffe Mocha,24,60,Iowa,20,0.5,40,70,18,Regular
218,505,44,-0.1,2013-11-01,325,0.62,Small Market,South,40,1,Beans,Espresso,Caffe Mocha,-10,113,New Mexico,30,0.5,0,80,69,Regular
219,775,33,-0.16,2013-11-01,243,0.41,Small Market,West,12,1,Beans,Coffee,Colombian,-6,79,Nevada,30,0.5,10,80,45,Regular
220,314,44,-0.12,2013-11-01,325,0.62,Small Market,Central,40,1,Leaves,Herbal Tea,Chamomile,-12,113,Missouri,40,0.5,0,90,70,Decaf
221,715,31,0.0,2013-11-01,856,0.47,Small Market,Central,8,1,Leaves,Herbal Tea,Lemon,40,83,Wisconsin,20,0.5,40,70,20,Decaf
222,959,69,0.26,2013-11-01,1060,0.81,Small Market,East,21,1,Leaves,Herbal Tea,Mint,56,160,Connecticut,50,0.5,30,100,43,Decaf
223,715,49,0.29,2013-11-01,454,0.71,Small Market,Central,15,1,Leaves,Tea,Darjeeling,49,128,Wisconsin,40,0.5,20,90,38,Regular
224,206,49,0.2,2013-11-01,454,0.71,Small Market,West,15,1,Leaves,Tea,Earl Grey,50,128,Washington,30,0.5,30,80,37,Regular
225,970,43,0.13,2013-12-01,531,0.56,Major Market,Central,14,1,Beans,Coffee,Colombian,43,106,Colorado,40,0.5,30,90,27,Regular
226,330,41,0.16,2013-12-01,435,0.6,Major Market,Central,13,1,Beans,Coffee,Colombian,36,108,Ohio,40,0.5,20,90,36,Regular
227,978,47,-0.2,2013-12-01,571,0.52,Major Market,East,42,1,Beans,Espresso,Caffe Mocha,-30,106,Massachusetts,40,0.5,-10,90,72,Regular
228,312,43,0.13,2013-12-01,531,0.56,Major Market,Central,14,1,Leaves,Herbal Tea,Lemon,43,106,Illinois,40,0.5,30,90,27,Decaf
229,323,43,0.13,2013-12-01,531,0.56,Major Market,West,14,1,Leaves,Herbal Tea,Mint,43,106,California,40,0.5,30,90,27,Decaf
230,303,46,-0.01,2013-12-01,422,0.57,Major Market,Central,17,1,Leaves,Tea,Darjeeling,9,110,Colorado,30,0.5,10,80,51,Regular
231,970,53,0.19,2013-12-01,1054,0.63,Major Market,Central,16,1,Leaves,Tea,Earl Grey,39,124,Colorado,40,0.5,20,90,37,Regular
232,978,33,0.03,2013-12-01,870,0.49,Major Market,East,9,1,Leaves,Tea,Darjeeling,43,87,Massachusetts,30,0.5,40,80,20,Regular
233,321,34,0.05,2013-12-01,863,0.51,Major Market,East,9,1,Leaves,Tea,Green Tea,45,91,Florida,30,0.5,40,80,21,Regular
234,563,0,0.07,2013-12-01,344,0.43,Small Market,Central,0,1,Beans,Espresso,Decaf Espresso,47,46,Iowa,0,0.5,40,50,11,Decaf
235,318,43,0.2,2013-12-01,466,0.63,Small Market,South,13,1,Beans,Espresso,Decaf Espresso,40,113,Louisiana,30,0.5,20,80,36,Decaf
236,775,31,-0.18,2013-12-01,1009,0.38,Small Market,West,9,1,Beans,Coffee,Decaf Irish Cream,12,74,Nevada,30,0.5,30,80,30,Decaf
237,515,23,-0.15,2013-12-01,807,0.35,Small Market,Central,6,1,Beans,Espresso,Caffe Mocha,25,62,Iowa,20,0.5,40,70,18,Regular
238,225,41,0.26,2013-12-01,320,0.66,Small Market,South,12,1,Beans,Espresso,Caffe Mocha,46,114,Louisiana,30,0.5,20,80,35,Regular
239,971,46,-0.01,2013-12-01,422,0.57,Small Market,West,17,1,Beans,Espresso,Caffe Latte,9,110,Oregon,40,0.5,10,90,51,Regular
240,262,43,0.22,2013-12-01,466,0.63,Small Market,Central,13,1,Leaves,Tea,Darjeeling,42,113,Wisconsin,30,0.5,20,80,35,Regular
241,959,33,0.02,2013-12-01,818,0.49,Small Market,East,9,1,Leaves,Tea,Green Tea,42,87,Connecticut,30,0.5,40,80,21,Regular
242,435,49,-0.06,2013-12-01,335,0.69,Small Market,West,44,1,Leaves,Tea,Darjeeling,-6,126,Utah,30,0.5,0,80,73,Regular
243,509,55,0.06,2013-12-01,627,0.76,Small Market,West,49,1,Leaves,Tea,Green Tea,-4,140,Washington,40,0.5,-10,90,79,Regular
244,630,39,-0.13,2012-10-01,541,0.51,Major Market,Central,12,1,Leaves,Herbal Tea,Lemon,27,90,Illinois,20,0.4,40,60,24,Decaf
245,209,39,-0.14,2012-10-01,541,0.51,Major Market,West,12,1,Leaves,Herbal Tea,Mint,26,90,California,20,0.4,40,60,25,Decaf
246,505,86,-0.36,2012-10-01,1698,0.23,Small Market,South,26,1,Beans,Coffee,Decaf Irish Cream,-26,109,New Mexico,110,0.4,10,150,49,Decaf
247,318,46,-0.1,2012-10-01,449,0.67,Small Market,South,14,1,Beans,Espresso,Decaf Espresso,30,113,Louisiana,20,0.4,40,60,37,Decaf
248,515,31,-0.23,2012-10-01,1000,0.37,Small Market,Central,9,1,Beans,Coffee,Colombian,7,68,Iowa,20,0.4,30,60,30,Regular
249,505,45,-0.16,2012-10-01,320,0.64,Small Market,South,41,1,Beans,Espresso,Caffe Mocha,-6,109,New Mexico,20,0.4,10,60,70,Regular
250,801,32,-0.12,2012-10-01,833,0.47,Small Market,West,8,1,Beans,Espresso,Caffe Latte,28,79,Utah,20,0.4,40,60,19,Regular
251,505,31,-0.24,2012-10-01,1000,0.37,Small Market,South,9,1,Leaves,Herbal Tea,Lemon,6,68,New Mexico,10,0.4,30,50,31,Decaf
252,636,39,-0.17,2012-10-01,244,0.53,Small Market,Central,12,1,Leaves,Tea,Darjeeling,13,92,Missouri,20,0.4,30,60,40,Regular
253,959,24,-0.22,2012-10-01,806,0.36,Small Market,East,6,1,Leaves,Tea,Green Tea,18,60,Connecticut,20,0.4,40,60,18,Regular
254,603,0,-0.08,2012-10-01,430,0.43,Small Market,East,0,1,Leaves,Tea,Green Tea,32,43,New Hampshire,0,0.4,40,40,11,Regular
255,801,45,-0.26,2012-10-01,320,0.64,Small Market,West,41,1,Leaves,Tea,Darjeeling,-6,109,Utah,10,0.4,20,50,70,Regular
256,206,60,-0.1,2012-10-01,606,0.84,Small Market,West,54,1,Leaves,Tea,Green Tea,0,144,Washington,20,0.4,10,60,84,Regular
257,937,32,-0.01,2012-11-01,482,0.48,Major Market,Central,8,1,Leaves,Herbal Tea,Chamomile,29,80,Ohio,30,0.4,30,70,19,Decaf
258,407,54,0.03,2012-11-01,391,0.67,Major Market,East,20,1,Leaves,Herbal Tea,Lemon,13,121,Florida,40,0.4,10,80,54,Decaf
259,715,22,-0.19,2012-11-01,570,0.3,Small Market,Central,7,1,Beans,Espresso,Decaf Espresso,11,52,Wisconsin,20,0.4,30,60,19,Decaf
260,505,35,-0.12,2012-11-01,248,0.47,Small Market,South,11,1,Beans,Espresso,Decaf Espresso,8,82,New Mexico,20,0.4,20,60,39,Decaf
261,775,29,-0.15,2012-11-01,1003,0.35,Small Market,West,8,1,Beans,Coffee,Decaf Irish Cream,5,64,Nevada,30,0.4,20,70,30,Decaf
262,563,29,-0.15,2012-11-01,1003,0.35,Small Market,Central,8,1,Beans,Coffee,Colombian,5,64,Iowa,20,0.4,20,60,30,Regular
263,603,34,-0.03,2012-11-01,211,0.42,Small Market,East,12,1,Beans,Espresso,Regular Espresso,-3,76,New Hampshire,30,0.4,0,70,45,Regular
264,918,32,-0.01,2012-11-01,482,0.48,Small Market,South,8,1,Beans,Espresso,Caffe Mocha,29,80,Oklahoma,20,0.4,30,60,19,Regular
265,775,0,0.01,2012-11-01,387,0.43,Small Market,West,0,1,Beans,Espresso,Caffe Latte,31,43,Nevada,0,0.4,30,40,12,Regular
266,435,33,-0.03,2012-11-01,836,0.48,Small Market,West,9,1,Beans,Espresso,Caffe Latte,27,81,Utah,30,0.4,30,70,21,Regular
267,573,82,-0.09,2012-11-01,1804,0.4,Small Market,Central,25,1,Leaves,Herbal Tea,Lemon,-9,122,Missouri,70,0.4,0,110,49,Decaf
268,801,82,-0.08,2012-11-01,1804,0.4,Small Market,West,25,1,Leaves,Herbal Tea,Mint,-8,122,Utah,70,0.4,0,110,48,Decaf
269,417,35,-0.01,2012-11-01,248,0.47,Small Market,Central,11,1,Leaves,Tea,Darjeeling,9,82,Missouri,20,0.4,10,60,38,Regular
270,636,34,-0.03,2012-11-01,211,0.42,Small Market,Central,12,1,Leaves,Tea,Earl Grey,-3,76,Missouri,20,0.4,0,60,45,Regular
271,314,33,-0.04,2012-11-01,243,0.41,Small Market,Central,12,1,Leaves,Tea,Green Tea,-4,74,Missouri,20,0.4,0,60,45,Regular
272,603,0,0.02,2012-11-01,387,0.43,Small Market,East,0,1,Leaves,Tea,Green Tea,32,43,New Hampshire,0,0.4,30,40,11,Regular
273,435,44,0.03,2012-11-01,325,0.62,Small Market,West,40,1,Leaves,Tea,Darjeeling,-7,106,Utah,30,0.4,-10,70,69,Regular
274,937,29,-0.05,2012-12-01,490,0.44,Major Market,Central,8,1,Leaves,Herbal Tea,Chamomile,25,73,Ohio,20,0.4,30,60,19,Decaf
275,330,33,-0.01,2012-12-01,870,0.49,Major Market,Central,9,1,Leaves,Herbal Tea,Lemon,29,82,Ohio,30,0.4,30,70,20,Decaf
276,508,46,-0.03,2012-12-01,422,0.57,Major Market,East,17,1,Leaves,Herbal Tea,Lemon,7,103,Massachusetts,30,0.4,10,70,50,Decaf
277,813,30,-0.04,2012-12-01,882,0.45,Major Market,East,8,1,Leaves,Tea,Darjeeling,26,75,Florida,30,0.4,30,70,19,Regular
278,857,29,-0.05,2012-12-01,490,0.44,Major Market,East,8,1,Leaves,Tea,Green Tea,25,73,Massachusetts,30,0.4,30,70,19,Regular
279,262,24,-0.17,2012-12-01,567,0.32,Small Market,Central,7,1,Beans,Espresso,Decaf Espresso,13,56,Wisconsin,30,0.4,30,70,19,Decaf
280,702,0,0.01,2012-12-01,344,0.43,Small Market,West,0,1,Beans,Espresso,Caffe Latte,31,43,Nevada,0,0.4,30,40,12,Regular
281,435,31,-0.04,2012-12-01,844,0.46,Small Market,West,8,1,Beans,Espresso,Caffe Latte,26,77,Utah,30,0.4,30,70,20,Regular
282,715,34,0.0,2012-12-01,863,0.51,Small Market,Central,9,1,Leaves,Herbal Tea,Lemon,30,85,Wisconsin,30,0.4,30,70,21,Decaf
283,603,39,-0.08,2012-12-01,250,0.49,Small Market,East,14,1,Leaves,Herbal Tea,Lemon,2,88,New Hampshire,20,0.4,10,60,47,Decaf
284,505,31,-0.13,2012-12-01,1009,0.38,Small Market,South,9,1,Leaves,Herbal Tea,Lemon,7,69,New Mexico,20,0.4,20,60,31,Decaf
285,573,38,0.01,2012-12-01,256,0.51,Small Market,Central,12,1,Leaves,Tea,Darjeeling,11,89,Missouri,30,0.4,10,70,40,Regular
286,636,39,0.02,2012-12-01,250,0.49,Small Market,Central,14,1,Leaves,Tea,Green Tea,2,88,Missouri,30,0.4,0,70,47,Regular
287,603,0,0.02,2012-12-01,344,0.43,Small Market,East,0,1,Leaves,Tea,Green Tea,32,43,New Hampshire,0,0.4,30,40,11,Regular
288,509,41,0.1,2012-12-01,320,0.66,Small Market,West,12,1,Leaves,Tea,Darjeeling,30,107,Washington,30,0.4,20,70,36,Regular
289,801,38,0.02,2012-12-01,256,0.51,Small Market,West,12,1,Leaves,Tea,Earl Grey,12,89,Utah,20,0.4,10,60,39,Regular
290,509,43,0.08,2012-12-01,466,0.63,Small Market,West,13,1,Leaves,Tea,Earl Grey,28,106,Washington,30,0.4,20,70,35,Regular
291,312,39,0.0,2013-10-01,541,0.51,Major Market,Central,12,1,Leaves,Herbal Tea,Lemon,40,96,Illinois,20,0.4,40,60,24,Decaf
292,530,39,-0.01,2013-10-01,541,0.51,Major Market,West,12,1,Leaves,Herbal Tea,Mint,39,96,California,20,0.4,40,60,25,Decaf
293,505,86,-0.49,2013-10-01,1698,0.23,Small Market,South,26,1,Beans,Coffee,Decaf Irish Cream,-39,116,New Mexico,110,0.4,10,150,49,Decaf
294,318,46,0.05,2013-10-01,449,0.67,Small Market,South,14,1,Beans,Espresso,Decaf Espresso,45,120,Louisiana,20,0.4,40,60,37,Decaf
295,515,31,-0.2,2013-10-01,1000,0.37,Small Market,Central,9,1,Beans,Coffee,Colombian,10,72,Iowa,20,0.4,30,60,30,Regular
296,505,45,-0.19,2013-10-01,320,0.64,Small Market,South,41,1,Beans,Espresso,Caffe Mocha,-9,116,New Mexico,20,0.4,10,60,70,Regular
297,435,32,0.02,2013-10-01,833,0.47,Small Market,West,8,1,Beans,Espresso,Caffe Latte,42,84,Utah,20,0.4,40,60,19,Regular
298,505,31,-0.21,2013-10-01,1000,0.37,Small Market,South,9,1,Leaves,Herbal Tea,Lemon,9,72,New Mexico,10,0.4,30,50,31,Decaf
299,314,39,-0.11,2013-10-01,244,0.53,Small Market,Central,12,1,Leaves,Tea,Darjeeling,19,98,Missouri,20,0.4,30,60,40,Regular
300,203,24,-0.13,2013-10-01,806,0.36,Small Market,East,6,1,Leaves,Tea,Green Tea,27,64,Connecticut,20,0.4,40,60,18,Regular
301,603,0,0.07,2013-10-01,430,0.43,Small Market,East,0,1,Leaves,Tea,Green Tea,47,46,New Hampshire,0,0.4,40,40,11,Regular
302,435,45,-0.29,2013-10-01,320,0.64,Small Market,West,41,1,Leaves,Tea,Darjeeling,-9,116,Utah,10,0.4,20,50,70,Regular
303,206,60,-0.1,2013-10-01,606,0.84,Small Market,West,54,1,Leaves,Tea,Green Tea,0,153,Washington,20,0.4,10,60,84,Regular
304,440,32,0.13,2013-11-01,482,0.48,Major Market,Central,8,1,Leaves,Herbal Tea,Chamomile,43,85,Ohio,30,0.4,30,70,19,Decaf
305,561,54,0.09,2013-11-01,391,0.67,Major Market,East,20,1,Leaves,Herbal Tea,Lemon,19,129,Florida,40,0.4,10,80,54,Decaf
306,920,22,-0.14,2013-11-01,570,0.3,Small Market,Central,7,1,Beans,Espresso,Decaf Espresso,16,55,Wisconsin,20,0.4,30,60,19,Decaf
307,505,35,-0.08,2013-11-01,248,0.47,Small Market,South,11,1,Beans,Espresso,Decaf Espresso,12,87,New Mexico,20,0.4,20,60,39,Decaf
308,702,29,-0.13,2013-11-01,1003,0.35,Small Market,West,8,1,Beans,Coffee,Decaf Irish Cream,7,68,Nevada,30,0.4,20,70,30,Decaf
309,515,29,-0.13,2013-11-01,1003,0.35,Small Market,Central,8,1,Beans,Coffee,Colombian,7,68,Iowa,20,0.4,20,60,30,Regular
310,603,34,-0.04,2013-11-01,211,0.42,Small Market,East,12,1,Beans,Espresso,Regular Espresso,-4,81,New Hampshire,30,0.4,0,70,45,Regular
311,580,32,0.13,2013-11-01,482,0.48,Small Market,South,8,1,Beans,Espresso,Caffe Mocha,43,85,Oklahoma,20,0.4,30,60,19,Regular
312,775,0,0.16,2013-11-01,387,0.43,Small Market,West,0,1,Beans,Espresso,Caffe Latte,46,46,Nevada,0,0.4,30,40,12,Regular
313,435,33,0.1,2013-11-01,836,0.48,Small Market,West,9,1,Beans,Espresso,Caffe Latte,40,86,Utah,30,0.4,30,70,21,Regular
314,314,82,-0.13,2013-11-01,1804,0.4,Small Market,Central,25,1,Leaves,Herbal Tea,Lemon,-13,130,Missouri,70,0.4,0,110,49,Decaf
315,435,82,-0.12,2013-11-01,1804,0.4,Small Market,West,25,1,Leaves,Herbal Tea,Mint,-12,130,Utah,70,0.4,0,110,48,Decaf
316,636,35,0.03,2013-11-01,248,0.47,Small Market,Central,11,1,Leaves,Tea,Darjeeling,13,87,Missouri,20,0.4,10,60,38,Regular
317,573,34,-0.04,2013-11-01,211,0.42,Small Market,Central,12,1,Leaves,Tea,Earl Grey,-4,81,Missouri,20,0.4,0,60,45,Regular
318,314,33,-0.06,2013-11-01,243,0.41,Small Market,Central,12,1,Leaves,Tea,Green Tea,-6,79,Missouri,20,0.4,0,60,45,Regular
319,603,0,0.17,2013-11-01,387,0.43,Small Market,East,0,1,Leaves,Tea,Green Tea,47,46,New Hampshire,0,0.4,30,40,11,Regular
320,435,44,0.0,2013-11-01,325,0.62,Small Market,West,40,1,Leaves,Tea,Darjeeling,-10,113,Utah,30,0.4,-10,70,69,Regular
321,614,29,0.07,2013-12-01,490,0.44,Major Market,Central,8,1,Leaves,Herbal Tea,Chamomile,37,78,Ohio,20,0.4,30,60,19,Decaf
322,440,33,0.13,2013-12-01,870,0.49,Major Market,Central,9,1,Leaves,Herbal Tea,Lemon,43,87,Ohio,30,0.4,30,70,20,Decaf
323,774,46,0.0,2013-12-01,422,0.57,Major Market,East,17,1,Leaves,Herbal Tea,Lemon,10,110,Massachusetts,30,0.4,10,70,50,Decaf
324,321,30,0.09,2013-12-01,882,0.45,Major Market,East,8,1,Leaves,Tea,Darjeeling,39,80,Florida,30,0.4,30,70,19,Regular
325,774,29,0.07,2013-12-01,490,0.44,Major Market,East,8,1,Leaves,Tea,Green Tea,37,78,Massachusetts,30,0.4,30,70,19,Regular
326,608,24,-0.11,2013-12-01,567,0.32,Small Market,Central,7,1,Beans,Espresso,Decaf Espresso,19,60,Wisconsin,30,0.4,30,70,19,Decaf
327,775,0,0.16,2013-12-01,344,0.43,Small Market,West,0,1,Beans,Espresso,Caffe Latte,46,46,Nevada,0,0.4,30,40,12,Regular
328,435,31,0.09,2013-12-01,844,0.46,Small Market,West,8,1,Beans,Espresso,Caffe Latte,39,82,Utah,30,0.4,30,70,20,Regular
329,715,34,0.15,2013-12-01,863,0.51,Small Market,Central,9,1,Leaves,Herbal Tea,Lemon,45,91,Wisconsin,30,0.4,30,70,21,Decaf
330,603,39,-0.07,2013-12-01,250,0.49,Small Market,East,14,1,Leaves,Herbal Tea,Lemon,3,94,New Hampshire,20,0.4,10,60,47,Decaf
331,505,31,-0.1,2013-12-01,1009,0.38,Small Market,South,9,1,Leaves,Herbal Tea,Lemon,10,74,New Mexico,20,0.4,20,60,31,Decaf
332,314,38,0.06,2013-12-01,256,0.51,Small Market,Central,12,1,Leaves,Tea,Darjeeling,16,95,Missouri,30,0.4,10,70,40,Regular
333,660,39,0.03,2013-12-01,250,0.49,Small Market,Central,14,1,Leaves,Tea,Green Tea,3,94,Missouri,30,0.4,0,70,47,Regular
334,603,0,0.17,2013-12-01,344,0.43,Small Market,East,0,1,Leaves,Tea,Green Tea,47,46,New Hampshire,0,0.4,30,40,11,Regular
335,253,41,0.25,2013-12-01,320,0.66,Small Market,West,12,1,Leaves,Tea,Darjeeling,45,114,Washington,30,0.4,20,70,36,Regular
336,435,38,0.08,2013-12-01,256,0.51,Small Market,West,12,1,Leaves,Tea,Earl Grey,18,95,Utah,20,0.4,10,60,39,Regular
337,253,43,0.22,2013-12-01,466,0.63,Small Market,West,13,1,Leaves,Tea,Earl Grey,42,113,Washington,30,0.4,20,70,35,Regular
338,216,51,-0.35,2012-10-01,503,0.71,Major Market,Central,46,1,Beans,Coffee,Decaf Irish Cream,-5,122,Ohio,40,0.7,30,110,76,Decaf
339,440,52,-0.34,2012-10-01,405,0.71,Major Market,Central,17,1,Beans,Coffee,Amaretto,26,123,Ohio,40,0.7,60,110,45,Regular
340,937,43,-0.32,2012-10-01,419,0.64,Major Market,Central,13,1,Beans,Coffee,Colombian,28,107,Ohio,30,0.7,60,100,36,Regular
341,774,51,-0.41,2012-10-01,542,0.65,Major Market,East,46,1,Beans,Espresso,Caffe Mocha,-11,116,Massachusetts,30,0.7,30,100,76,Regular
342,832,72,0.05,2012-10-01,-868,1.1,Major Market,South,23,1,Beans,Espresso,Caffe Latte,55,182,Texas,40,0.7,50,110,55,Regular
343,863,48,-0.14,2012-10-01,851,0.7,Major Market,East,13,1,Leaves,Tea,Green Tea,46,118,Florida,50,0.7,60,120,24,Regular
344,985,60,-0.12,2012-10-01,329,0.99,Small Market,South,18,1,Beans,Espresso,Caffe Mocha,58,159,Louisiana,30,0.7,70,100,41,Regular
345,971,52,-0.33,2012-10-01,405,0.71,Small Market,West,17,1,Beans,Espresso,Caffe Mocha,27,123,Oregon,30,0.7,60,100,44,Regular
346,253,56,-0.34,2012-10-01,385,0.7,Small Market,West,21,1,Beans,Espresso,Caffe Mocha,16,126,Washington,40,0.7,50,110,54,Regular
347,405,56,-0.34,2012-10-01,385,0.7,Small Market,South,21,1,Leaves,Herbal Tea,Chamomile,16,126,Oklahoma,40,0.7,50,110,54,Decaf
348,435,45,-0.37,2012-10-01,447,0.69,Small Market,West,14,1,Leaves,Herbal Tea,Lemon,23,114,Utah,20,0.7,60,90,46,Decaf
349,567,52,-0.13,2012-11-01,509,0.73,Major Market,Central,47,1,Beans,Coffee,Decaf Irish Cream,-3,125,Ohio,50,0.7,10,120,76,Decaf
350,614,46,-0.08,2012-11-01,424,0.68,Major Market,Central,14,1,Beans,Coffee,Colombian,32,114,Ohio,40,0.7,40,110,36,Regular
351,303,52,-0.14,2012-11-01,509,0.73,Major Market,Central,47,1,Leaves,Herbal Tea,Lemon,-4,125,Colorado,40,0.7,10,110,77,Decaf
352,720,59,-0.08,2012-11-01,411,0.79,Major Market,Central,19,1,Leaves,Herbal Tea,Mint,32,138,Colorado,50,0.7,40,120,47,Decaf
353,713,59,-0.08,2012-11-01,411,0.79,Major Market,South,19,1,Leaves,Herbal Tea,Chamomile,32,138,Texas,50,0.7,40,120,47,Decaf
